date,country,region,variant,daily_new_cases,daily_deaths,daily_recovered,active_cases,tests_conducted,positivity_rate,hospitalization_rate,icu_patients,vaccination_rate,stringency_index,reproduction_number
2020-06-02,Argentina,South America,Original,55,1,50.0,711,385.0,0.1589,0.1184,15.0,0.0,68.09,0.4
2020-06-07,Argentina,South America,Original,49,2,46.0,697,392.0,0.1159,0.1168,18.0,0.0,68.09,0.428
2020-06-08,Argentina,South America,Original,1,0,0.0,14,10.0,0.1207,0.2004,1.0,0.0,71.66,0.4
2020-06-12,Argentina,South America,Original,1,0,0.0,13,9.0,0.0965,0.1081,0.0,0.0,56.72,0.4
2020-06-12,Argentina,South America,Original,15,0,0.0,10,7.0,0.1458,0.1563,0.0,0.0,60.85,0.4
2020-06-13,Argentina,South America,Original,1,0,0.0,11,10.0,0.0998,0.1032,0.0,0.0,66.8,0.4
2020-06-16,Argentina,South America,Original,1,0,0.0,17,11.0,0.0878,0.1888,0.0,0.0,48.32,0.685
2020-06-18,Argentina,South America,Original,4,0,3.0,52,44.0,0.1042,0.1832,2.0,0.0,72.98,0.4
2020-06-27,Argentina,South America,Original,1,0,0.0,10,11.0,0.0866,0.0928,0.0,0.0,72.98,0.428
2020-07-03,Argentina,South America,Original,1,0,0.0,12,7.0,0.149,0.1582,0.0,0.0,60.76,0.433
2020-07-04,Argentina,South America,Original,1,0,0.0,17,8.0,0.1321,0.1677,1.0,0.0,81.23,0.4
2020-07-04,Argentina,South America,Original,1,0,0.0,12,9.0,0.1078,0.1592,0.0,0.0,44.67,0.737
2020-07-09,Argentina,South America,Original,2,0,1.0,34,14.0,0.1547,0.1209,0.0,0.0,71.53,0.428
2020-07-10,Argentina,South America,Original,2,0,1.0,35,12.0,0.1678,0.1377,1.0,0.0,50.54,0.422
2020-07-11,Argentina,South America,Original,1,0,0.0,15,11.0,0.949138178,0.1461,0.0,0.0,57.45,0.534
2020-07-17,Argentina,South America,Original,2,0,1.0,20,12.0,0.1645,0.18,0.0,0.0,58.82,0.4
2020-07-20,Argentina,South America,Original,1,0,0.0,16,8.0,0.1329,0.1602,0.0,0.0,52.49,0.609
2020-07-25,Argentina,South America,Original,1,0,0.0,14,8.0,0.1286,0.1164,0.0,0.0,68.93,0.4
2020-07-26,Argentina,South America,Original,1,0,0.0,14,8.0,0.1289,0.1461,0.0,0.0,54.75,0.563
2020-07-27,Argentina,South America,Original,1,0,0.0,10,9.0,0.1172,0.1461,0.0,0.0,51.19,0.634
2020-07-30,Argentina,South America,Original,2,0,1.0,22,22.0,0.0905,0.1314,0.0,0.0,51.19,0.4
2020-07-30,Argentina,South America,Original,10,0,9.0,133,110.0,0.0864,0.1061,3.0,0.0,69.39,0.4
2020-08-03,Argentina,South America,Original,5,0,4.0,62,35.0,0.1634,0.1383,1.0,0.0,58.18,0.476
2020-08-04,Argentina,South America,Original,1,0,0.0,15,10.0,0.1104,0.098,0.0,0.0,69.48,0.4
2020-08-09,Argentina,South America,Original,7,0,6.0,123,56.0,0.1228,0.1624,4.0,0.0,58.63,0.428
2020-08-10,Argentina,South America,Original,1,0,0.0,11,11.0,0.0867,0.153,0.0,0.0,52.71,0.428
2020-08-14,Argentina,South America,Original,8,0,7.0,125,72.0,0.1271,0.1332,4.0,0.0,52.71,0.721
2020-08-18,Argentina,South America,Original,2,0,1.0,31,16.0,0.1223,0.19,1.0,0.0,38.64,0.487
2020-08-19,Argentina,South America,Original,3,0,2.0,52,24.0,0.113,0.1461,2.0,0.0,51.62,0.617
2020-08-20,Argentina,South America,Original,4,0,3.0,60,36.0,0.119,0.1642,2.0,0.0,43.65,0.606
2020-08-21,Argentina,South America,Original,1,0,0.0,17,6.0,0.1618,0.1023,0.0,0.0,32.12,0.501
2020-08-21,Argentina,South America,Original,14,0,12.0,157,126.0,0.0907,0.1801,6.0,0.0,40.78,0.579
2020-08-22,Argentina,South America,Original,8,0,7.0,142,48.0,0.1669,0.1454,3.0,0.0,42.71,0.58
2020-08-23,Argentina,South America,Original,1,0,0.0,9,7.0,0.1481,0.1914,0.0,0.0,48.08,0.482
2020-08-23,Argentina,South America,Original,7,0,6.0,120,63.0,0.1142,0.0943,2.0,0.0,34.98,0.632
2020-08-28,Argentina,South America,Original,4,0,3.0,41,40.0,0.1149,0.0955,1.0,0.0,56.57,0.474
2020-08-30,Argentina,South America,Original,39,1,35.0,462,273.0,0.1565,0.1389,10.0,0.0,58.46,0.501
2020-08-31,Argentina,South America,Original,8,0,7.0,113,48.0,0.1674,0.1556,4.0,0.0,62.69,0.481
2020-08-31,Argentina,South America,Original,25,0,23.0,381,225.0,0.1082,0.1089,9.0,0.0,46.05,0.428
2020-08-31,Argentina,South America,Original,6,0,5.0,73,66.0,0.1001,0.1034,1.0,0.0,38.21,0.503
2020-09-05,Argentina,South America,Original,1,0,0.0,11,7.0,0.1361,0.1422,0.0,0.0,45.96,0.585
2020-09-07,Argentina,South America,Original,2,0,1.0,34,14.0,0.1416,0.2033,1.0,0.0,54.08,0.4
2020-09-11,Argentina,South America,Original,4,0,3.0,53,32.0,0.1206,0.2021,1.0,0.0,51.23,0.4
2020-09-13,Argentina,South America,Original,1,0,0.0,12,10.0,0.0939,0.1878,0.0,0.0,39.82,0.742
2020-09-15,Argentina,South America,Original,1,0,0.0,15,11.0,0.0944,0.1967,1.0,0.0,35.78,0.664
2020-09-19,Argentina,South America,Original,1,0,0.0,16,7.0,0.1328,0.1041,0.0,0.0,51.91,0.428
2020-09-20,Argentina,South America,Original,11,0,10.0,145,110.0,0.0935,0.1461,6.0,0.0,42.6,0.552
2020-09-21,Argentina,South America,Original,1,0,0.0,15,10.0,0.0972,0.1626,1.0,0.0,33.09,0.866
2020-09-22,Argentina,South America,Original,2,0,1.0,35,20.0,0.1075,0.1754,1.0,0.0,33.09,0.725
2020-09-23,Argentina,South America,Original,6,0,5.0,64,36.0,0.1582,0.1205,2.0,0.0,52.32,0.448
2020-09-25,Argentina,South America,Original,2,0,1.0,22,18.0,0.1133,0.1461,0.0,0.0,33.11,0.568
2020-09-26,Argentina,South America,Original,13,0,11.0,156,91.0,0.1351,0.1712,4.0,0.0,48.97,0.65
2020-09-28,Argentina,South America,Original,1,0,0.0,14,7.0,0.1708,0.2034,1.0,0.0,52.92,0.472
2020-09-30,Argentina,South America,Original,1,0,0.0,12,6.0,0.1619,0.165,0.0,0.0,52.11,0.425
2020-10-01,Argentina,South America,Original,1,0,0.0,11,11.0,0.0848,0.1806,0.0,0.0,52.11,0.486
2020-10-02,Argentina,South America,Original,3,0,2.0,47,21.0,0.1423,0.1033,1.0,0.0,52.3,0.651
2020-10-06,Argentina,South America,Original,1,0,0.0,13,11.0,0.0839,0.1878,1.0,0.0,39.91,0.495
2020-10-10,Argentina,South America,Original,1,0,0.0,14,11.0,0.1041,0.1651,0.0,0.0,53.3,0.428
2020-10-13,Argentina,South America,Original,1,0,0.0,10,11.0,0.0707,0.1196,0.0,0.0,50.0,0.4
2020-10-14,Argentina,South America,Original,2,0,1.0,32,18.0,0.1195,0.0949,0.0,0.0,43.56,0.745
2020-10-15,Argentina,South America,Original,1,0,0.0,9,10.0,0.0913,0.1267,0.0,0.0,59.73,0.4
2020-10-15,Argentina,South America,Original,4,0,3.0,54,24.0,0.1757,0.1668,1.0,0.0,49.61,0.428
2020-10-18,Argentina,South America,Original,1,0,0.0,17,7.0,0.1207,0.1418,0.0,0.0,51.68,0.4
2020-10-22,Argentina,South America,Original,1,0,0.0,16,9.0,0.0983,0.1031,0.0,0.0,43.79,0.432
2020-10-22,Argentina,South America,Original,1,0,0.0,9,10.0,0.092,0.1919,0.0,0.0,48.28,0.624
2020-10-22,Argentina,South America,Original,1,0,0.0,9,6.0,0.1667,0.1069,0.0,0.0,56.62,0.5
2020-10-23,Argentina,South America,Original,1,0,0.0,12,6.0,0.1557,0.1987,0.0,0.0,49.9,0.534
2020-10-25,Argentina,South America,Original,22,0,20.0,298,154.0,0.1354,0.1361,8.0,0.0,54.51,0.503
2020-10-29,Argentina,South America,Original,1,0,0.0,17,6.0,0.1797,0.182,1.0,0.0,43.63,0.401
2020-10-30,Argentina,South America,Alpha,1,0,0.0,12,9.0,0.125,0.1661,0.0,0.0,32.2,0.845
2020-10-30,Argentina,South America,Alpha,2,0,1.0,21,18.0,0.106,0.1844,1.0,0.0,52.37,0.728
2020-10-30,Argentina,South America,Alpha,5,0,4.0,72,40.0,0.1499,0.2262,4.0,0.0,35.91,0.925
2020-10-31,Argentina,South America,Alpha,1,0,0.0,17,8.0,0.1283,0.1665,0.0,0.0,48.44,0.622
2020-11-02,Argentina,South America,Original,1,0,0.0,15,8.0,0.1362,0.2006,1.0,0.0,51.94,0.582
2020-11-04,Argentina,South America,Original,17,0,15.0,295,170.0,0.1078,0.0962,6.0,0.0,56.09,0.418
2020-11-06,Argentina,South America,Original,1,0,0.0,15,10.0,0.1098,0.0999,0.0,0.0,49.89,0.46
2020-11-07,Argentina,South America,Alpha,6,0,5.0,89,54.0,0.1193,0.1071,2.0,0.0,49.0,0.632
2020-11-10,Argentina,South America,Original,2,0,1.0,26,14.0,0.1235,0.0911,0.0,0.0,55.21,0.4
2020-11-13,Argentina,South America,Original,2,0,1.0,32,18.0,0.1072,0.1829,1.0,0.0,56.98,0.434
2020-11-14,Argentina,South America,Original,1,0,0.0,12,9.0,0.1146,0.1849,0.0,0.0,62.59,0.4
2020-11-15,Argentina,South America,Original,1,0,0.0,16,7.0,0.1567,0.1227,0.0,0.0,42.87,0.709
2020-11-16,Argentina,South America,Original,1,0,0.0,14,7.0,0.1362,0.1062,0.0,0.0,48.57,0.578
2020-11-18,Argentina,South America,Alpha,2,0,1.0,20,18.0,0.1197,0.2217,1.0,0.0,48.32,0.73
2020-11-22,Argentina,South America,Alpha,3,0,2.0,51,33.0,0.0819,0.1396,2.0,0.0,39.53,0.864
2020-11-23,Argentina,South America,Alpha,2,0,1.0,32,18.0,0.1039,0.1177,0.0,0.0,49.53,0.803
2020-11-24,Argentina,South America,Alpha,3,0,2.0,32,21.0,0.1513,0.1096,0.0,0.0,54.27,0.63
2020-11-25,Argentina,South America,Alpha,1,0,0.0,16,7.0,0.1363,0.1453,1.0,0.0,58.09,0.641
2020-11-27,Argentina,South America,Alpha,3,0,2.0,35,27.0,0.1012,0.2006,1.0,0.0,51.66,0.591
2020-12-01,Argentina,South America,Alpha,10,0,9.0,179,70.0,0.1474,0.1705,5.0,0.0,45.18,0.507
2020-12-02,Argentina,South America,Alpha,1,0,0.0,17,10.0,0.0889,0.2215,0.0,0.0,43.24,0.931
2020-12-14,Argentina,South America,Alpha,1,0,0.0,11,7.0,0.1409,0.1308,0.0,0.0,70.66,0.4
2020-12-18,Argentina,South America,Alpha,4,0,3.0,44,24.0,0.1557,0.1003,0.0,0.0,50.04,0.892
2020-12-21,Argentina,South America,Alpha,1,0,0.0,17,11.0,0.0829,0.1162,0.0,0.0,82.31,0.493
2020-12-24,Argentina,South America,Alpha,2,0,1.0,31,20.0,0.1048,0.1377,0.0,0.0,49.73,0.493
2020-12-24,Argentina,South America,Alpha,9,0,8.0,139,90.0,0.0979,0.1525,3.0,0.0,62.93,0.619
2020-12-26,Argentina,South America,Alpha,1,0,0.0,16,10.0,0.0899,0.1621,0.0,0.0,67.91,0.457
2020-12-28,Argentina,South America,Alpha,7,0,6.0,104,42.0,0.1588,0.1259,3.0,0.0,50.13,0.484
2020-12-29,Argentina,South America,Alpha,1,0,0.0,14,6.0,0.1611,0.1403,0.0,0.0,54.64,0.813
2021-01-01,Argentina,South America,Alpha,1,0,0.0,11,8.0,0.1223,0.1103,0.0,0.0,50.24,0.751
2021-01-02,Argentina,South America,Alpha,1,0,0.0,17,7.0,0.1615,0.2019,1.0,0.0,54.51,0.474
2021-01-05,Argentina,South America,Alpha,2,0,1.0,30,22.0,0.0959,0.2157,1.0,0.0,63.16,0.453
2021-01-09,Argentina,South America,Alpha,19,1,17.0,235,190.0,0.1056,0.1661,9.0,0.0,54.2,0.809
2021-01-09,Argentina,South America,Alpha,1,0,0.0,17,6.0,0.171,0.1093,0.0,0.0,56.7,0.506
2021-01-09,Argentina,South America,Alpha,49,1,46.0,730,441.0,0.1037,0.1045,14.0,0.0,79.41,0.493
2021-01-10,Argentina,South America,Alpha,5,0,4.0,49,35.0,0.1416,0.2271,2.0,0.0,57.76,0.474
2021-01-14,Argentina,South America,Alpha,1,0,0.0,13,11.0,0.1024,0.2021,0.0,0.0,57.76,0.531
2021-01-16,Argentina,South America,Alpha,1,0,0.0,15,11.0,0.0937,0.2156,1.0,0.0127,57.76,0.468
2021-01-18,Argentina,South America,Alpha,1,0,0.0,13,8.0,0.1071,0.2087,0.0,0.0156,77.27,0.493
2021-01-19,Argentina,South America,Alpha,5,0,4.0,61,30.0,0.893066792,0.1661,2.0,0.0231,49.11,0.493
2021-01-23,Argentina,South America,Alpha,47,1,43.0,849,282.0,0.177,0.2022,49.0,0.0257,61.14,0.4
2021-01-24,Argentina,South America,Alpha,8,0,7.0,142,80.0,0.1012,0.1937,6.0,0.0077,67.53,0.555
2021-01-25,Argentina,South America,Alpha,8,0,7.0,138,56.0,0.1468,0.2174,8.0,0.0119,67.53,0.525
2021-01-29,Argentina,South America,Alpha,1,0,0.0,13,6.0,0.1591,0.1336,0.0,0.0107,73.93,0.4
2021-01-29,Argentina,South America,Alpha,1,0,0.0,12,7.0,0.1323,0.1991,0.0,0.0,50.98,0.619
2021-02-03,Argentina,South America,Alpha,16,1,14.0,224,112.0,0.1517,0.2194,11.0,0.0445,64.15,0.4
2021-02-05,Argentina,South America,Alpha,1,0,0.0,15,9.0,0.1198,0.1646,0.0,0.0312,73.45,0.467
2021-02-09,Argentina,South America,Alpha,8,0,7.0,115,88.0,0.096,0.1349,3.0,0.0312,49.64,0.775
2021-02-11,Argentina,South America,Alpha,1,0,0.0,13,6.0,0.1676,0.2093,1.0,0.0624,75.66,0.4
2021-02-11,Argentina,South America,Alpha,14,0,12.0,154,112.0,0.1172,0.1702,6.0,0.0369,72.49,0.4
2021-02-11,Argentina,South America,Alpha,2,0,1.0,33,12.0,0.1534,0.2074,1.0,0.0332,63.23,0.493
2021-02-16,Argentina,South America,Alpha,1,0,0.0,16,7.0,0.1425,0.2229,0.0,0.0275,63.23,0.4
2021-02-18,Argentina,South America,Alpha,2,0,1.0,32,14.0,0.1375,0.2015,1.0,0.0331,62.23,0.459
2021-02-20,Argentina,South America,Alpha,1,0,0.0,15,11.0,0.0877,0.2184,1.0,0.0572,61.6,0.4
2021-02-22,Argentina,South America,Alpha,1,0,0.0,11,7.0,0.1476,0.1661,0.0,0.0138,71.17,0.42
2021-02-22,Argentina,South America,Alpha,1,0,0.0,15,11.0,0.0951,0.1767,0.0,0.0551,80.14,0.493
2021-02-23,Argentina,South America,Alpha,3,0,2.0,35,30.0,0.0963,0.1985,2.0,0.0551,68.88,0.412
2021-02-23,Argentina,South America,Alpha,1,0,0.0,12,11.0,0.104,0.1364,0.0,0.0518,81.39,0.4
2021-02-23,Argentina,South America,Alpha,34,1,31.0,335,374.0,0.0815,0.1245,9.0,0.0189,66.72,0.493
2021-03-02,Argentina,South America,Alpha,9,0,8.0,109,54.0,0.1704,0.1962,3.0,0.0478,71.74,0.4
2021-03-04,Argentina,South America,Alpha,2,0,1.0,31,16.0,0.1327,0.1955,1.0,0.0459,72.75,0.425
2021-03-06,Argentina,South America,Alpha,1,0,0.0,14,9.0,0.1004,0.1087,0.0,0.0555,75.54,0.4
2021-03-06,Argentina,South America,Alpha,1,0,0.0,17,10.0,0.1075,0.1758,0.0,0.0417,59.09,0.549
2021-03-06,Argentina,South America,Alpha,4,0,3.0,40,36.0,0.1235,0.1689,1.0,0.045,63.34,0.493
2021-03-10,Argentina,South America,Alpha,1,0,0.0,16,8.0,0.1342,0.1179,0.0,0.0591,57.81,0.4
2021-03-11,Argentina,South America,Alpha,1,0,0.0,15,7.0,0.1499,0.1367,0.0,0.0574,69.05,0.514
2021-03-14,Argentina,South America,Alpha,1,0,0.0,16,8.0,0.1066,0.1915,1.0,0.0792,69.05,0.4
2021-03-17,Argentina,South America,Alpha,1,0,0.0,14,10.0,0.1112,0.1661,1.0,0.0763,77.8,0.4
2021-03-21,Argentina,South America,Alpha,16,0,14.0,218,144.0,0.1046,0.1771,9.0,0.0761,68.29,0.537
2021-03-22,Argentina,South America,Alpha,2,0,1.0,29,16.0,0.1227,0.171,0.0,0.0695,70.88,0.455
2021-03-23,Argentina,South America,Delta,7,0,6.0,99,70.0,0.1146,0.1261,3.0,0.0881,70.99,0.581
2021-03-24,Argentina,South America,Delta,1,0,0.0,11,9.0,0.1035,0.1261,0.0,0.0698,55.1,0.895
2021-03-25,Argentina,South America,Alpha,3,0,2.0,53,27.0,0.123,0.1815,2.0,0.061,60.14,0.604
2021-03-26,Argentina,South America,Delta,3,0,2.0,40,27.0,0.1107,0.1384,1.0,0.0619,75.36,0.528
2021-03-28,Argentina,South America,Delta,13,0,12.0,198,91.0,0.1369,0.2489,9.0,0.0657,76.56,0.428
2021-03-28,Argentina,South America,Delta,20,0,18.0,242,160.0,0.1303,0.2359,13.0,0.0653,69.61,0.614
2021-03-29,Argentina,South America,Delta,6,0,5.0,76,54.0,0.1176,0.1322,2.0,0.0719,54.65,0.636
2021-03-29,Argentina,South America,Alpha,2,0,1.0,24,18.0,0.1032,0.1561,1.0,0.0638,75.0,0.43
2021-03-30,Argentina,South America,Delta,16,0,14.0,175,128.0,0.1131,0.1367,6.0,0.0761,79.82,0.428
2021-03-30,Argentina,South America,Alpha,1,0,0.0,16,9.0,0.0862,0.1661,1.0,0.0914,79.82,0.409
2021-04-02,Argentina,South America,Delta,1,0,0.0,14,11.0,0.0982,0.1684,0.0,0.0526,73.42,0.475
2021-04-03,Argentina,South America,Alpha,2,0,1.0,23,12.0,0.1489,0.1553,1.0,0.1007,59.21,0.687
2021-04-07,Argentina,South America,Delta,1,0,0.0,13,11.0,0.0721,0.1792,0.0,0.0634,71.6,0.508
2021-04-12,Argentina,South America,Alpha,1,0,0.0,13,7.0,0.1471,0.2129,0.0,0.0929,78.01,0.4
2021-04-14,Argentina,South America,Alpha,6,0,5.0,87,60.0,0.0972,0.0991,1.0,0.0892,63.94,0.493
2021-04-15,Argentina,South America,Alpha,53,1,48.0,705,371.0,0.145,0.1661,26.0,0.0926,64.12,0.579
2021-04-18,Argentina,South America,Delta,4,0,3.0,63,36.0,0.11,0.1907,3.0,0.1003,64.12,0.581
2021-04-20,Argentina,South America,Delta,6,0,5.0,100,54.0,0.1147,0.1323,2.0,0.0871,65.28,0.804
2021-04-21,Argentina,South America,Delta,56,1,53.0,577,448.0,0.1247,0.2217,37.0,0.096,68.64,0.581
2021-04-21,Argentina,South America,Delta,1,0,0.0,16,6.0,0.1651,0.1177,0.0,0.0861,68.64,0.739
2021-05-05,Argentina,South America,Delta,1,0,0.0,16,9.0,0.1073,0.1744,0.0,0.1111,62.18,0.903
2021-05-05,Argentina,South America,Delta,1,0,0.0,14,11.0,0.0931,0.211,0.0,0.1075,69.07,0.443
2021-05-06,Argentina,South America,Delta,4,0,3.0,61,36.0,0.1048,0.1451,2.0,0.106,73.13,0.446
2021-05-09,Argentina,South America,Delta,5,0,4.0,52,50.0,0.1032,0.1361,1.0,0.1119,69.2,0.403
2021-05-10,Argentina,South America,Delta,1,0,0.0,17,7.0,0.1712,0.1722,1.0,0.0973,57.68,0.843
2021-05-14,Argentina,South America,Delta,2,0,1.0,23,14.0,0.1292,0.1609,1.0,0.1177,75.8,0.495
2021-05-14,Argentina,South America,Delta,3,0,2.0,40,24.0,0.1171,0.1176,1.0,0.1271,62.36,0.839
2021-05-16,Argentina,South America,Delta,3,0,2.0,32,24.0,0.1214,0.1635,0.0,0.1114,74.72,0.581
2021-05-19,Argentina,South America,Delta,1,0,0.0,13,9.0,0.1078,0.1702,0.0,0.115,87.85,0.4
2021-05-20,Argentina,South America,Delta,10,0,9.0,176,100.0,0.0798,0.1892,7.0,0.105,77.95,0.4
2021-05-22,Argentina,South America,Delta,5,0,4.0,86,35.0,0.1375,0.1839,3.0,0.1149,87.49,0.4
2021-05-24,Argentina,South America,Delta,1,0,0.0,11,9.0,0.1139,0.2407,1.0,0.1102,78.47,0.471
2021-05-30,Argentina,South America,Delta,1,0,0.0,11,8.0,0.1308,0.1722,0.0,0.1248,61.65,0.6
2021-05-30,Argentina,South America,Delta,5,0,4.0,67,45.0,0.1269,0.241,3.0,0.1191,80.98,0.4
2021-06-03,Argentina,South America,Delta,3,0,2.0,39,24.0,0.1394,0.1722,1.0,0.1231,67.95,0.4
2021-06-05,Argentina,South America,Delta,6,0,5.0,101,48.0,0.12,0.1077,2.0,0.1284,77.9,0.4
2021-06-05,Argentina,South America,Delta,1,0,0.0,12,11.0,0.1013,0.1915,0.0,0.1423,77.9,0.4
2021-06-09,Argentina,South America,Delta,3,0,2.0,48,18.0,0.166,0.2335,2.0,0.1587,75.57,0.544
2021-06-12,Argentina,South America,Delta,2,0,1.0,19,16.0,0.1161,0.1121,0.0,0.1469,67.59,0.581
2021-06-13,Argentina,South America,Delta,29,1,27.0,521,203.0,0.1321,0.1066,12.0,0.1259,53.44,0.723
